Detecting forum authority claims in online discussions|Alex Marin, Bin Zhang, Mari Ostendorf|LSM '11: Proceedings of the Workshop on Languages in Social Media|2011|http://dl.acm.org/ft_gateway.cfm?id=2021115&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Mining online shopping patterns and communities|Keivan Kianmehr, X. Peng, Chris Luce, Justin Chung, Nam Pham, Walter Chung, Reda Alhajj, Jon Rokne, Ken Barker|iiWAS '09: Proceedings of the 11th International Conference on Information Integration and Web-based Applications & Services|2009|http://dl.acm.org/ft_gateway.cfm?id=1806411&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Spectral clustering in telephone call graphs|Miklos Kurucz, Andras Benczur, Karoly Csalogany, Laszlo Lukacs|WebKDD/SNA-KDD '07: Proceedings of the 9th WebKDD and 1st SNA-KDD 2007 workshop on Web mining and social network analysis|2007|http://dl.acm.org/ft_gateway.cfm?id=1348559&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Dynamics of collaborative document rating systems|Kristina Lerman|WebKDD/SNA-KDD '07: Proceedings of the 9th WebKDD and 1st SNA-KDD 2007 workshop on Web mining and social network analysis|2007|http://dl.acm.org/ft_gateway.cfm?id=1348555&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Distributed Hypertext Resource Discovery Through Examples|Soumen Chakrabarti, Martin van den Berg, Byron Dom|VLDB '99: Proceedings of the 25th International Conference on Very Large Data Bases|1999|Sem Link para Download|
Detecting F-formations as dominant sets|Hayley Hung, Ben Krse|ICMI '11: Proceedings of the 13th international conference on multimodal interfaces|2011|http://dl.acm.org/ft_gateway.cfm?id=2070525&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Answering vertex aggregate queries using anonymized social network data|Bin Zhou|PSOSM '12: Proceedings of the 1st Workshop on Privacy and Security in Online Social Media|2012|http://dl.acm.org/ft_gateway.cfm?id=2185361&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Inferring who-is-who in the Twitter social network|Naveen Kumar Sharma, Saptarshi Ghosh, Fabricio Benevenuto, Niloy Ganguly, Krishna Gummadi|WOSN '12: Proceedings of the 2012 ACM workshop on Workshop on online social networks|2012|http://dl.acm.org/ft_gateway.cfm?id=2342563&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Collective memory building in Wikipedia: the case of North African uprisings|Michela Ferron, Paolo Massa|WikiSym '11: Proceedings of the 7th International Symposium on Wikis and Open Collaboration|2011|http://dl.acm.org/ft_gateway.cfm?id=2038578&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
I need someone to help!: a taxonomy of helper-finding activities in the enterprise|Svetlana Yarosh, Tara Matthews, Michelle Zhou, Kate Ehrlich|CSCW '13: Proceedings of the 2013 conference on Computer supported cooperative work|2013|Sem Link para Download|
Efficient identification of Web communities|Gary William Flake, Steve Lawrence, C. Lee Giles|KDD '00: Proceedings of the sixth ACM SIGKDD international conference on Knowledge discovery and data mining|2000|http://dl.acm.org/ft_gateway.cfm?id=347121&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
An evolutionary multi-agent approach to anomaly detection and cyber defense|Marco Carvalho, Carlos Perez|CSIIRW '11: Proceedings of the Seventh Annual Workshop on Cyber Security and Information Intelligence Research|2011|http://dl.acm.org/ft_gateway.cfm?id=2179329&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
PRemiSE: personalized news recommendation via implicit social experts|Chen Lin, Runquan Xie, Lei Li, Zhenhua Huang, Tao Li|CIKM '12: Proceedings of the 21st ACM international conference on Information and knowledge management|2012|http://dl.acm.org/ft_gateway.cfm?id=2398482&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Data mining for hypertext: a tutorial survey|Soumen Chakrabarti|SIGKDD Explorations Newsletter , Volume 1 Issue 2|2000|http://dl.acm.org/ft_gateway.cfm?id=846187&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
For a social network analysis of computer networks: a sociological perspective on collaborative work and virtual community|Barry Wellman|SIGCPR '96: Proceedings of the 1996 ACM SIGCPR/SIGMIS conference on Computer personnel research|1996|http://dl.acm.org/ft_gateway.cfm?id=238860&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
ParaText: scalable text modeling and analysis|Daniel M. Dunlavy, Timothy M. Shead, Eric T. Stanton|HPDC '10: Proceedings of the 19th ACM International Symposium on High Performance Distributed Computing|2010|http://dl.acm.org/ft_gateway.cfm?id=1851526&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Discovery of information disseminators and receptors on online social media|Munmun De Choudhury|HT '10: Proceedings of the 21st ACM conference on Hypertext and hypermedia|2010|http://dl.acm.org/ft_gateway.cfm?id=1810674&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Social ReGreT, a reputation model based on social relations|Jordi Sabater, Carles Sierra|SIGecom Exchanges , Volume 3 Issue 1|2001|http://dl.acm.org/ft_gateway.cfm?id=844337&type=pdf&coll=DL&dl=GUIDE&CFID=278914302&CFTOKEN=20389009|
Abordagem de redes por cliques: aplicação a redes de coautoria|Marcos Grilo Rosa, Inácio de Sousa Fadigas, Maria Teresinha Tamanini Andrade, Hernane Borges de Barros Pereira|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0026.pdf|
Adoção do Celular como Meio de Comunicação no Público Infantil Brasileiro|Ariana Moura da Silva, Margarethe Born Steinberger-Elias|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0031.pdf|
Análise Contextualizada de Redes Sociais: a a colaboração em Comunidades Cientí?cas|Maria Teresinha Tamanini Andrade, Patricia Braga, Tereza Kelly Gomes Carneiro, Nubia Moura Ribeiro, Marcelo A. Moret, Hernane Borges de Barros Pereira|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0025.pdf|
Análise da Produtividade da Rede Social de Computação do Brasil|Jonice O. Sampaio, Fabrício F. Faria, Ruben A. Perorazio, Evelyn C. de Aquino|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F004.pdf|
Análise de Redes Sociais Científicas:  Modelagem Multi-relacional|Victor Ströele, Geraldo Zimbrão, Jano M. Souza|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F002.pdf|
Análise de sentimento de tweets com foco em notícias|Paula Nascimento, Rodrigo Aguas, Débora de Lima, Xiao Kong, Bruno Osiek, Geraldo Xexéo, Jano de Souza|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F007.pdf|
Análise do Fluxo de Informação e Interatividade nas Redes de Docência do Projeto Flor de Ceibo(Uy)|Ana Maria Casnati, Claudia Ribeiro S. Lopes, Ana Áurea Aécio O. Rodrigues, Dante Galeffi, Hernane Borges de B. Pereira|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0027.pdf|
Análise temporal da relação orientador-orientado: um estudo de caso sobre a produtividade dos pesquisadores doutores da área de Ciência da Computação|Esteban F. Tuesta, Karina V. Delgado, Luciano A. Digiampietri, José J. P. Alcázar, Rogério Mugnaini, Jesus P. Mena-Chalco|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0011.pdf|
Busca de Caminhos entre Usuários de a Redes Sociais em Tempo Real|Wladston Viana, Mirella M. Moro|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0014.pdf|
Campeões do Brasileirão em uma análise de substituições de  jogadores através do prisma de Redes Sociais|Aline Rodrigues, Rogério Serpa, Jonice Oliveira, Juliana Valério|Brasnam 2012|2012|http://www.lbd.dcc.ufmg.br/colecoes/brasnam/2012/0038.pdf|
Caracterização de Padrões Estruturais de Redes Polarizadas|Pedro H. Calais Guerra, Wagner Meira Jr.|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0016.pdf|
Caracterizando as redes de coautoria de currículos Lattes|Jesús P. Mena-Chalco, Luciano A. Digiampietri, Roberto M. Cesar-Jr|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F009.pdf|
Classi?cação Automática de Usuários de uma Rede Social utilizando Algoritmos Não-Supervisionados|Vinicius P. Machado, Bruno V. A. de Lima, Sanches W. I. Araujo|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0015.pdf|
Detecção de Conteúdo Relevante e  Usuários In?uentes no Twitter|Hérico Valiati, Arlei Silva , Sara Guimarães, Wagner Meira Jr.|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F008.pdf|
Dinâmica das Relações de Coautoria nos Programas de Pós-Graduação em Computação no Brasil|Luciano A. Digiampietri, Jesus P. Mena-Chalco, Gabriela S. Silva, Leonardo B. Oliveira, Ana Paula Malheiros, Dania Meira|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0010.pdf|
Estudando Dinâmicas de Grupo Através da Utilização da Análise de Redes Sociais em uma Comunidade Médica|Ruben A. Perorazio, Fabrício F. Faria, Rafael Monclar, Jonice Oliveira, Jano M. de Souza|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0018.pdf|
Family Search Framework: uma arquitetura de identi?cação de oportunidades de colaboração para crianças no processo da busca|Sandra Regina Rocha Silva, Geraldo B. Xexéo, Moacir F. da Silva Junior|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0020.pdf|
Fluxos de Informação e Conhecimento na rede do Programa de Educação pelo Trabalho em Saúde da Família|Ana Áurea Alécio de Oliveira Rodrigues, Claudia Ribeiro Lopes, Eliane Santos Souza, Inácio de S. Fadigas, Hernane Borges de Barros Pereira|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0021.pdf|
Identificação de especialistas e recomendação de novos relacionamentos em ambientes de microblogging|Samantha Vrabl, Jonice Oliveira, Cláudia L. R. Motta|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0033.pdf|
Linguagem Natural como Rede de Mundo Pequeno: analisando redes lexicais em um texto jornalístico extraído de um corpus de desastres naturais|Ariana Moura da Silva, Margarethe Born Steinberger-Elias|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0030.pdf|
Mais Que Um Jogo: Um Estudo sobre Marketing em Mídias Sociais Durante o SuperBowl XLVI|Fernanda Bruno dos Santos, Jonice Oliveira|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0035.pdf|
Método W-Entropia para medir a in?uencia dos e usuários brasileiros nas redes sociais|Li Weigang, Deborah Mendes, Zheng Jianya|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0024.pdf|
Mineração de dados e análise de opinião em redes sociais – Um estudo de caso sobre as Olimpíadas 2012 utilizando o Twitter|Luan S. Oliveira, Guilherme O. Campos, Rodrigo S. da Silva|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0034.pdf|
Minerando e Caracterizando Dados de Curr´culos Lattes ?|Luciano A. Digiampietri, Jesus P. Mena-Chalco, José J. Pérez-Alcázar, Esteban F. Tuesta, Karina V. Delgado, Rogério Mugnaini, Gabriela S. Silva|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F003.pdf|
Minerando publicações científicas para análise da colaboração em comunidades de pesquisa|Kate Revoredo, Renata Araujo, Brunno Silveira, Thiago Muramatsu|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0013.pdf|
Monitoramento das Interações dos Aprendizes na Rede Social Twitter como Apoio ao Processo de Mediação Docente|Roberto F. Oliveira, Jefferson Araújo, Francisco Petrônio A. Medeiros, Alisson V. Brito|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0012.pdf|
O uso de uma plataforma de redes sociais para e-learning|Carla Delgado, Diego Gomes de Castro|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0039.pdf|
Os Novos Mecenas: Um Estudo Sobre Crowdfunding no Brasil Através das Mídias Sociais|Fernanda Bruno dos Santos e Jonice Oliveira|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0037.pdf|
PANAS-t: Uma Escala Psicométrica para Medição de Sentimentos no Twitter|Pollyanna Gonçalves, Wellington Dores, Fabricio Benevenuto|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F005.pdf|
Recomendação de dados abertos para solucionar os problemas de comunicação textual : uma análise de métodos para extração de entidades nomeadas|Bianca Munaro Lima, Maria Luiza Machado Campos|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0019.pdf|
Redes pessoais e resiliência em comunidades carcerárias de mulheres (Mendoza- Argentina).|Alejandro Paredes; Flavia S. Arrigoni; Mariela Muñoz Rodríguez|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0032.pdf|
Sigam-me os bons! Transformando robôs em pessoas o in?uentes no Twitter|Johnnatan Messias, Lucas Schmidt, Ricardo Oliveira, Fabrício Benevenuto|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F006.pdf|
Simulador de Aceitabilidade para Produção Cinematográ?ca |André Albuquerque, Daniel Antunes, Luan Garrido, Juliana Vianna e|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0036.pdf|
Social Networks Analysis for Victims Information Recovery on the Emergency Scenario|Sírius Thadeu Ferreira da Silva, Jonice Oliveira, Marcos R. S. Borges|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0017.pdf|
Towards a process to support solving the content selection problem from online community forums|Dárlinton B. F. Carvalho, Ricardo M. Marcacini, a Carlos J. P. de Lucena, Solange O. Rezende|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0028.pdf|
Uma abordagem via Colônia de Formigas para o problema de o correspondência em redes sociais e|Luziane Ferreira de Mendonca|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0040.pdf|
Uso de Grafos de Termos para Análise do Conteúdo de Documentos Técnicos|Luiz Cláudio S. Silva, Renelson R. Sampaio|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0022.pdf|
Utilizando Sites de Redes Sociais para Apoiar os Ecossistemas de Software|Rodrigo P. dos Santos, Maria Gilda P. Esteves, Gleisson Freitas, Jano M. de Souza|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0023.pdf|
Vacinas para Dengue e Papilomavírus Humano: Avaliação da Topologia das Redes com Aplicação para Políticas Públicas de Inovação no Setor Vacinas no Brasil|Priscila Rohem-Santos, Claudia Inês Chamas e Carlos Medicis Morel|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F001.pdf|
Visualizações de Confrontos e Alianças em Discussões Políticas|Rafael Lage Tavares, Mariano Pimentel, Renata Mendes Araujo|Brasnam 2012|2012|https://docs.google.com/viewer?url=http%3A%2F%2Fwww.lbd.dcc.ufmg.br%2Fcolecoes%2Fbrasnam%2F2012%2F0029.pdf|
Browsing newsgroups with a social network analyzer|Chin-Lung Chang; Ding-Yi Chen; Tyng-Ruey Chuang |Information Visualisation, 2002. Proceedings. Sixth International Conference on|2002|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1028862|
The meaning of an online health community in the lives of its members: roles, relationships and group dynamics|Maloney-Krichmar, D.; Preece, J. |Technology and Society, 2002. (ISTAS'02). 2002 International Symposium on|2002|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1013791|
Relation Grid: A Social Relationship Network Model|Jiaxing Song; Weidong Liu; Shaoyu Chen |Semantics, Knowledge and Grid, 2005. SKG '05. First International Conference on|2005|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4125811|
Social computing and weighting to identify member roles in online communities|Nolker, R.D.; Zhou, L. |Web Intelligence, 2005. Proceedings. The 2005 IEEE/WIC/ACM International Conference on|2005|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1517823|
Using egocentric networks to understand communication|Fisher, D. |Internet Computing, IEEE|2005|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1510601|
A User Reputation Model for a User-Interactive Question Answering System|Wei Chen; Qingtian Zeng; Liu Wenyin |Semantics, Knowledge and Grid, 2006. SKG '06. Second International Conference on|2006|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5727677|
An Empirical Study of Standards Development for E-Businesses: A Social Network Perspective|Beomjin Choi; Raghu, T.S.; Vinze, A. |System Sciences, 2006. HICSS '06. Proceedings of the 39th Annual Hawaii International Conference on|2006|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1579571|
Effects on Sales by Virtual Community Interactions: A Social Network Analysis|Sharma, S.K.; Xu, H. |Computer Supported Cooperative Work in Design, 2006. CSCWD '06. 10th International Conference on|2006|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4019105|
Notice of Violation of IEEE Publication Principles Practical approaches for analysis, visualization and destabilizing terrorist networks|Memon, N.; Larsen, H.L. |Availability, Reliability and Security, 2006. ARES 2006. The First International Conference on|2006|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1625404|
Comparing the Social Interaction Pattern of Online One-on-One Peer and Small Group Collaboration Activities|Nuankhieo, Piyanan; Tsai, I-Chun; Goggins, Sean; Laffey, James |Multimedia Workshops, 2007. ISMW '07. Ninth IEEE International Symposium on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4476009|
Coolhunting for trends on the Web|Gloor, P.A. |Collaborative Technologies and Systems, 2007. CTS 2007. International Symposium on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4621731|
Evolving cooperation in the non-iterated prisoner’s dilemma: A social network inspired approach|Ellis, T.S.; Yao, X. |Evolutionary Computation, 2007. CEC 2007. IEEE Congress on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4424544|
Increasing Participation in Distance Learning Courses|Saltz, J.S.; Hiltz, S.R.; Turoff, M.; Passerini, K. |Internet Computing, IEEE|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4196173|
Lexical and Discourse Analysis of Online Chat Dialog|Forsyth, E.N.; Martell, C.H. |Semantic Computing, 2007. ICSC 2007. International Conference on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4338328|
Notice of Violation of IEEE Publication Principles Detecting Critical Regions in Covert Networks: A Case Study of 9/11 Terrorists Network|Memon, N.; Kristoffersen, K.C.; Hicks, D.L.; Larsen, H.L. |Availability, Reliability and Security, 2007. ARES 2007. The Second International Conference on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4159885|
Semantic-Enhanced Information Search and Retrieval|Wei, Wang; Barnaghi, Payam M.; Bargiela, Andrzej |Advanced Language Processing and Web Information Technology, 2007. ALPIT 2007. Sixth International Conference on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4460643|
Social Network Analysis of Interaction in Online Learning Communities|Yonggu Wang; Xiaojuan Li |Advanced Learning Technologies, 2007. ICALT 2007. Seventh IEEE International Conference on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4281130|
Social Network Analysis of Online Marketplaces|Kumar, P.; Kang Zhang |e-Business Engineering, 2007. ICEBE 2007. IEEE International Conference on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4402116|
Social Network Analysis to Blog-based Online Community|Yao-Jen Chang; Yao-Sheng Chang; Shu-Yu Hsu; Chiu-Hui Chen |Convergence Information Technology, 2007. International Conference on|2007|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4420579|
A Phenomenographic Study into Conceptions of Social Relations in Online Collaborative Learning - Case Study of China Higher Education Learners|Zhenhong Zhang; Zhi Han |Computer Science and Software Engineering, 2008 International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4722863|
An anytime-anywhere approach for maximal clique enumeration in social network analysis|Long Pan; Santos, E.E. |Systems, Man and Cybernetics, 2008. SMC 2008. IEEE International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4811845|
An exploration of Social network analysis on cohesion in online collaborative learning|Yonggu Wang; Xiaojuan Li |IT in Medicine and Education, 2008. ITME 2008. IEEE International Symposium on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4743858|
Data mining for social network analysis|Srivastava, J. |Intelligence and Security Informatics, 2008. ISI 2008. IEEE International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4565015|
Detecting Communities in Science Blogs|Pikas, C.K. |eScience, 2008. eScience '08. IEEE Fourth International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4736745|
Evaluating the Impact of Architectural Models on Virtual Organizations Knowledge-Exchange Dynamics|Parlanti, D.; Pettenati, M.C.; Bussotti, P.; Giuli, D. |Automated solutions for Cross Media Content and Multi-channel Distribution, 2008. AXMEDIS '08. International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4688074|
Extracting and Analysing Social Networks of Physicians|Saujoe Liaw; Wong, W.; Wei Liu; Glance, D. |Web Intelligence and Intelligent Agent Technology, 2008. WI-IAT '08. IEEE/WIC/ACM International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4740809|
Granular computing for Intelligent Social Network modeling and cooperative decisions|Yager, R.R. |Intelligent Systems, 2008. IS '08. 4th International IEEE Conference|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4670392|
Graph-Based Analysis of Multi-Modal Communication Behavior in Global Organizations|Uflacker, M.; Zeier, A. |Advanced Management of Information for Globalized Enterprises, 2008. AMIGE 2008. IEEE Symposium on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4721514|
IslEnquirer: Social user model acquisition through network analysis and interactive learning|Putze, F.; Holzapfel, H. |Spoken Language Technology Workshop, 2008. SLT 2008. IEEE|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4777854|
Mining interactive social network for recommending appropriate learning partners in a Web-based cooperative learning environment|Chih-Ming Chen; Chin-Ming Hong; Chia-Cheng Chang |Cybernetics and Intelligent Systems, 2008 IEEE Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4670866|
Modeling Collaborations Content in Social Network Analysis|Cucchiarelli, A.; Velardi, P.; D'Antonio, F.; Curzi, M. |Web Intelligence and Intelligent Agent Technology, 2008. WI-IAT '08. IEEE/WIC/ACM International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4740446|
Promoting social networks among Computer Science students|Figl, K.; Kabicher, S.; Toifl, K. |Frontiers in Education Conference, 2008. FIE 2008. 38th Annual|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4720676|
Social network analysis and visualization [Applications Corner]|Brandes, U. |Signal Processing Magazine, IEEE|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4644061|
Social Tagging Behaviour in Community-Driven Question Answering|Rodrigues, E.M.; Milic-Frayling, N.; Fortuna, B. |Web Intelligence and Intelligent Agent Technology, 2008. WI-IAT '08. IEEE/WIC/ACM International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4740434|
Towards Efficient Reality Mining with Contexts and Semantics: A Case Study of Telecommunication|Jung, J.J.; Hojin Lee; Kwang-Sun Choi |Intelligent Information Technology Application, 2008. IITA '08. Second International Symposium on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4739960|
VisCRM: A social network visual analytic tool to enhance customer relationship management|Qi Ye; Chen Wang; Bin Wu; Bai Wang |Service Operations and Logistics, and Informatics, 2008. IEEE/SOLI 2008. IEEE International Conference on|2008|http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4686513|
